assemblage	easting	northing
assemblage-47-22	47	22
assemblage-48-22	48	22
assemblage-49-22	49	22
assemblage-1-23	1	23
assemblage-2-23	2	23
assemblage-3-23	3	23
assemblage-4-23	4	23
assemblage-5-23	5	23
assemblage-6-23	6	23
assemblage-7-23	7	23
assemblage-8-23	8	23
assemblage-9-23	9	23
assemblage-10-23	10	23
assemblage-11-23	11	23
assemblage-12-23	12	23
assemblage-13-23	13	23
assemblage-14-23	14	23
assemblage-15-23	15	23
assemblage-16-23	16	23
assemblage-17-23	17	23
assemblage-18-23	18	23
assemblage-19-23	19	23
assemblage-20-23	20	23
assemblage-21-23	21	23
assemblage-22-23	22	23
assemblage-23-23	23	23
assemblage-24-23	24	23
assemblage-25-23	25	23
assemblage-26-23	26	23
assemblage-27-23	27	23
assemblage-28-23	28	23
assemblage-29-23	29	23
assemblage-30-23	30	23
assemblage-31-23	31	23
assemblage-32-23	32	23
assemblage-33-23	33	23
assemblage-34-23	34	23
assemblage-35-23	35	23
assemblage-36-23	36	23
assemblage-37-23	37	23
assemblage-38-23	38	23
assemblage-39-23	39	23
assemblage-40-23	40	23
assemblage-41-23	41	23
assemblage-42-23	42	23
assemblage-43-23	43	23
assemblage-44-23	44	23
assemblage-45-23	45	23
assemblage-46-23	46	23
assemblage-47-23	47	23
assemblage-48-23	48	23
assemblage-49-23	49	23
assemblage-1-24	1	24
assemblage-2-24	2	24
assemblage-3-24	3	24
assemblage-4-24	4	24
assemblage-5-24	5	24
assemblage-6-24	6	24
assemblage-7-24	7	24
assemblage-8-24	8	24
assemblage-9-24	9	24
assemblage-10-24	10	24
assemblage-11-24	11	24
assemblage-12-24	12	24
assemblage-13-24	13	24
assemblage-14-24	14	24
assemblage-15-24	15	24
assemblage-16-24	16	24
assemblage-17-24	17	24
assemblage-18-24	18	24
assemblage-19-24	19	24
assemblage-20-24	20	24
assemblage-21-24	21	24
assemblage-22-24	22	24
assemblage-23-24	23	24
assemblage-24-24	24	24
assemblage-25-24	25	24
assemblage-26-24	26	24
assemblage-27-24	27	24
assemblage-28-24	28	24
assemblage-29-24	29	24
assemblage-30-24	30	24
assemblage-31-24	31	24
assemblage-32-24	32	24
assemblage-33-24	33	24
assemblage-34-24	34	24
assemblage-35-24	35	24
assemblage-36-24	36	24
assemblage-37-24	37	24
assemblage-38-24	38	24
assemblage-39-24	39	24
assemblage-40-24	40	24
assemblage-41-24	41	24
assemblage-42-24	42	24
assemblage-43-24	43	24
assemblage-44-24	44	24
assemblage-45-24	45	24
assemblage-46-24	46	24
assemblage-47-24	47	24
assemblage-48-24	48	24
assemblage-49-24	49	24
assemblage-1-25	1	25
assemblage-2-25	2	25
assemblage-3-25	3	25
assemblage-4-25	4	25
assemblage-5-25	5	25
assemblage-6-25	6	25
assemblage-7-25	7	25
assemblage-8-25	8	25
assemblage-9-25	9	25
assemblage-10-25	10	25
assemblage-11-25	11	25
assemblage-12-25	12	25
assemblage-13-25	13	25
assemblage-14-25	14	25
assemblage-15-25	15	25
assemblage-16-25	16	25
assemblage-17-25	17	25
assemblage-18-25	18	25
assemblage-19-25	19	25
assemblage-20-25	20	25
assemblage-21-25	21	25
assemblage-22-25	22	25
assemblage-23-25	23	25
assemblage-24-25	24	25
assemblage-25-25	25	25
assemblage-26-25	26	25
assemblage-27-25	27	25
assemblage-28-25	28	25
assemblage-29-25	29	25
assemblage-30-25	30	25
assemblage-31-25	31	25
assemblage-32-25	32	25
assemblage-33-25	33	25
assemblage-34-25	34	25
assemblage-35-25	35	25
assemblage-36-25	36	25
assemblage-37-25	37	25
assemblage-38-25	38	25
assemblage-39-25	39	25
assemblage-40-25	40	25
assemblage-41-25	41	25
assemblage-42-25	42	25
assemblage-43-25	43	25
assemblage-44-25	44	25
assemblage-45-25	45	25
assemblage-46-25	46	25
assemblage-47-25	47	25
assemblage-48-25	48	25
assemblage-49-25	49	25
assemblage-1-26	1	26
assemblage-2-26	2	26
assemblage-3-26	3	26
assemblage-4-26	4	26
assemblage-5-26	5	26
assemblage-6-26	6	26
assemblage-7-26	7	26
assemblage-8-26	8	26
assemblage-9-26	9	26
assemblage-10-26	10	26
assemblage-11-26	11	26
assemblage-12-26	12	26
assemblage-13-26	13	26
assemblage-14-26	14	26
assemblage-15-26	15	26
assemblage-16-26	16	26
assemblage-17-26	17	26
assemblage-18-26	18	26
assemblage-19-26	19	26
assemblage-20-26	20	26
assemblage-21-26	21	26
assemblage-22-26	22	26
assemblage-23-26	23	26
assemblage-24-26	24	26
assemblage-25-26	25	26
assemblage-26-26	26	26
assemblage-27-26	27	26
assemblage-28-26	28	26
assemblage-29-26	29	26
assemblage-30-26	30	26
assemblage-31-26	31	26
assemblage-32-26	32	26
assemblage-33-26	33	26
assemblage-34-26	34	26
assemblage-35-26	35	26
assemblage-36-26	36	26
assemblage-37-26	37	26
assemblage-38-26	38	26
assemblage-39-26	39	26
assemblage-40-26	40	26
assemblage-41-26	41	26
assemblage-42-26	42	26
assemblage-43-26	43	26
assemblage-44-26	44	26
assemblage-45-26	45	26
assemblage-46-26	46	26
assemblage-47-26	47	26
assemblage-48-26	48	26
assemblage-49-26	49	26
assemblage-1-27	1	27
assemblage-2-27	2	27
assemblage-3-27	3	27
assemblage-4-27	4	27
assemblage-5-27	5	27
assemblage-6-27	6	27
assemblage-7-27	7	27
assemblage-8-27	8	27
assemblage-9-27	9	27
assemblage-10-27	10	27
assemblage-11-27	11	27
assemblage-12-27	12	27
assemblage-13-27	13	27
assemblage-14-27	14	27
assemblage-15-27	15	27
assemblage-16-27	16	27
assemblage-17-27	17	27
assemblage-18-27	18	27
assemblage-19-27	19	27
assemblage-20-27	20	27
assemblage-21-27	21	27
assemblage-22-27	22	27
assemblage-23-27	23	27
assemblage-24-27	24	27
assemblage-25-27	25	27
assemblage-26-27	26	27
assemblage-27-27	27	27
assemblage-28-27	28	27
assemblage-29-27	29	27
assemblage-30-27	30	27
assemblage-31-27	31	27
assemblage-32-27	32	27
assemblage-33-27	33	27
assemblage-34-27	34	27
assemblage-35-27	35	27
assemblage-36-27	36	27
assemblage-37-27	37	27
assemblage-38-27	38	27
assemblage-39-27	39	27
assemblage-40-27	40	27
assemblage-41-27	41	27
assemblage-42-27	42	27
assemblage-43-27	43	27
assemblage-44-27	44	27
assemblage-45-27	45	27
assemblage-46-27	46	27
assemblage-47-27	47	27
assemblage-48-27	48	27
assemblage-49-27	49	27
assemblage-1-28	1	28
assemblage-2-28	2	28
assemblage-3-28	3	28
assemblage-4-28	4	28
assemblage-5-28	5	28
assemblage-6-28	6	28
assemblage-7-28	7	28
assemblage-8-28	8	28
assemblage-9-28	9	28
assemblage-10-28	10	28
assemblage-11-28	11	28
assemblage-12-28	12	28
assemblage-13-28	13	28
assemblage-14-28	14	28
assemblage-15-28	15	28
assemblage-16-28	16	28
assemblage-17-28	17	28
assemblage-18-28	18	28
assemblage-19-28	19	28
assemblage-20-28	20	28
assemblage-21-28	21	28
assemblage-22-28	22	28
assemblage-23-28	23	28
assemblage-24-28	24	28
assemblage-25-28	25	28
assemblage-26-28	26	28
assemblage-27-28	27	28
assemblage-28-28	28	28
assemblage-29-28	29	28
assemblage-30-28	30	28
assemblage-31-28	31	28
assemblage-32-28	32	28
assemblage-33-28	33	28
assemblage-34-28	34	28
assemblage-35-28	35	28
assemblage-36-28	36	28
assemblage-37-28	37	28
assemblage-38-28	38	28
assemblage-39-28	39	28
assemblage-40-28	40	28
assemblage-41-28	41	28
assemblage-42-28	42	28
assemblage-43-28	43	28
assemblage-44-28	44	28
assemblage-45-28	45	28
assemblage-46-28	46	28
assemblage-47-28	47	28
assemblage-48-28	48	28
assemblage-49-28	49	28
assemblage-1-29	1	29
assemblage-2-29	2	29
assemblage-3-29	3	29
assemblage-4-29	4	29
assemblage-5-29	5	29
assemblage-6-29	6	29
assemblage-7-29	7	29
assemblage-8-29	8	29
assemblage-9-29	9	29
assemblage-10-29	10	29
assemblage-11-29	11	29
assemblage-12-29	12	29
assemblage-13-29	13	29
assemblage-14-29	14	29
assemblage-15-29	15	29
assemblage-16-29	16	29
assemblage-17-29	17	29
assemblage-18-29	18	29
assemblage-19-29	19	29
assemblage-20-29	20	29
assemblage-21-29	21	29
assemblage-22-29	22	29
assemblage-23-29	23	29
assemblage-24-29	24	29
assemblage-25-29	25	29
assemblage-26-29	26	29
assemblage-27-29	27	29
assemblage-28-29	28	29
assemblage-29-29	29	29
assemblage-30-29	30	29
assemblage-31-29	31	29
assemblage-32-29	32	29
assemblage-33-29	33	29
assemblage-34-29	34	29
assemblage-35-29	35	29
assemblage-36-29	36	29
assemblage-37-29	37	29
assemblage-38-29	38	29
assemblage-39-29	39	29
assemblage-40-29	40	29
assemblage-41-29	41	29
assemblage-42-29	42	29
assemblage-43-29	43	29
assemblage-44-29	44	29
assemblage-45-29	45	29
assemblage-46-29	46	29
assemblage-47-29	47	29
assemblage-48-29	48	29
assemblage-49-29	49	29
assemblage-1-30	1	30
assemblage-2-30	2	30
assemblage-3-30	3	30
assemblage-4-30	4	30
assemblage-5-30	5	30
assemblage-6-30	6	30
assemblage-7-30	7	30
assemblage-8-30	8	30
assemblage-9-30	9	30
assemblage-10-30	10	30
assemblage-11-30	11	30
assemblage-12-30	12	30
assemblage-13-30	13	30
assemblage-14-30	14	30
assemblage-15-30	15	30
assemblage-16-30	16	30
assemblage-17-30	17	30
assemblage-18-30	18	30
assemblage-19-30	19	30
assemblage-20-30	20	30
assemblage-21-30	21	30
assemblage-22-30	22	30
assemblage-23-30	23	30
assemblage-24-30	24	30
assemblage-25-30	25	30
assemblage-26-30	26	30
assemblage-27-30	27	30
assemblage-28-30	28	30
assemblage-29-30	29	30
assemblage-30-30	30	30
assemblage-31-30	31	30
assemblage-32-30	32	30
assemblage-33-30	33	30
assemblage-34-30	34	30
assemblage-35-30	35	30
assemblage-36-30	36	30
assemblage-37-30	37	30
assemblage-38-30	38	30
assemblage-39-30	39	30
assemblage-40-30	40	30
assemblage-41-30	41	30
assemblage-42-30	42	30
assemblage-43-30	43	30
assemblage-44-30	44	30
assemblage-45-30	45	30
assemblage-46-30	46	30
assemblage-47-30	47	30
assemblage-48-30	48	30
assemblage-49-30	49	30
assemblage-1-31	1	31
assemblage-2-31	2	31
assemblage-3-31	3	31
assemblage-4-31	4	31
assemblage-5-31	5	31
assemblage-6-31	6	31
assemblage-7-31	7	31
assemblage-8-31	8	31
assemblage-9-31	9	31
assemblage-10-31	10	31
assemblage-11-31	11	31
assemblage-12-31	12	31
assemblage-13-31	13	31
assemblage-14-31	14	31
assemblage-15-31	15	31
assemblage-16-31	16	31
assemblage-17-31	17	31
assemblage-18-31	18	31
assemblage-19-31	19	31
assemblage-20-31	20	31
assemblage-21-31	21	31
assemblage-22-31	22	31
assemblage-23-31	23	31
assemblage-24-31	24	31
assemblage-25-31	25	31
assemblage-26-31	26	31
assemblage-27-31	27	31
assemblage-28-31	28	31
assemblage-29-31	29	31
assemblage-30-31	30	31
assemblage-31-31	31	31
assemblage-32-31	32	31
assemblage-33-31	33	31
assemblage-34-31	34	31
assemblage-35-31	35	31
assemblage-36-31	36	31
assemblage-37-31	37	31
assemblage-38-31	38	31
assemblage-39-31	39	31
assemblage-40-31	40	31
assemblage-41-31	41	31
assemblage-42-31	42	31
assemblage-43-31	43	31
assemblage-44-31	44	31
assemblage-45-31	45	31
assemblage-46-31	46	31
assemblage-47-31	47	31
assemblage-48-31	48	31
assemblage-49-31	49	31
assemblage-1-32	1	32
assemblage-2-32	2	32
assemblage-3-32	3	32
assemblage-4-32	4	32
assemblage-5-32	5	32
assemblage-6-32	6	32
assemblage-7-32	7	32
assemblage-8-32	8	32
assemblage-9-32	9	32
assemblage-10-32	10	32
assemblage-11-32	11	32
assemblage-12-32	12	32
assemblage-13-32	13	32
assemblage-14-32	14	32
assemblage-15-32	15	32
assemblage-16-32	16	32
assemblage-17-32	17	32
assemblage-18-32	18	32
assemblage-19-32	19	32
assemblage-20-32	20	32
assemblage-21-32	21	32
assemblage-22-32	22	32
assemblage-23-32	23	32
assemblage-24-32	24	32
assemblage-25-32	25	32
assemblage-26-32	26	32
assemblage-27-32	27	32
assemblage-28-32	28	32
assemblage-29-32	29	32
assemblage-30-32	30	32
assemblage-31-32	31	32
assemblage-32-32	32	32
assemblage-33-32	33	32
assemblage-34-32	34	32
assemblage-35-32	35	32
assemblage-36-32	36	32
assemblage-37-32	37	32
assemblage-38-32	38	32
assemblage-39-32	39	32
assemblage-40-32	40	32
assemblage-41-32	41	32
assemblage-42-32	42	32
assemblage-43-32	43	32
assemblage-44-32	44	32
assemblage-45-32	45	32
assemblage-46-32	46	32
assemblage-47-32	47	32
assemblage-48-32	48	32
assemblage-49-32	49	32
assemblage-1-33	1	33
assemblage-2-33	2	33
assemblage-3-33	3	33
assemblage-4-33	4	33
assemblage-5-33	5	33
assemblage-6-33	6	33
assemblage-7-33	7	33
assemblage-8-33	8	33
assemblage-9-33	9	33
assemblage-10-33	10	33
assemblage-11-33	11	33
assemblage-12-33	12	33
assemblage-13-33	13	33
assemblage-14-33	14	33
assemblage-15-33	15	33
assemblage-16-33	16	33
assemblage-17-33	17	33
assemblage-18-33	18	33
assemblage-19-33	19	33
assemblage-20-33	20	33
assemblage-21-33	21	33
assemblage-22-33	22	33
assemblage-23-33	23	33
assemblage-24-33	24	33
assemblage-25-33	25	33
assemblage-26-33	26	33
assemblage-27-33	27	33
assemblage-28-33	28	33
assemblage-29-33	29	33
assemblage-30-33	30	33
assemblage-31-33	31	33
assemblage-32-33	32	33
assemblage-33-33	33	33
assemblage-34-33	34	33
assemblage-35-33	35	33
assemblage-36-33	36	33
assemblage-37-33	37	33
assemblage-38-33	38	33
assemblage-39-33	39	33
assemblage-40-33	40	33
assemblage-41-33	41	33
assemblage-42-33	42	33
assemblage-43-33	43	33
assemblage-44-33	44	33
assemblage-45-33	45	33
assemblage-46-33	46	33
assemblage-47-33	47	33
assemblage-48-33	48	33
assemblage-49-33	49	33
assemblage-1-34	1	34
assemblage-2-34	2	34
assemblage-3-34	3	34
assemblage-4-34	4	34
assemblage-5-34	5	34
assemblage-6-34	6	34
assemblage-7-34	7	34
assemblage-8-34	8	34
assemblage-9-34	9	34
assemblage-10-34	10	34
assemblage-11-34	11	34
assemblage-12-34	12	34
assemblage-13-34	13	34
assemblage-14-34	14	34
assemblage-15-34	15	34
assemblage-16-34	16	34
assemblage-17-34	17	34
assemblage-18-34	18	34
assemblage-19-34	19	34
assemblage-20-34	20	34
assemblage-21-34	21	34
assemblage-22-34	22	34
assemblage-23-34	23	34
assemblage-24-34	24	34
assemblage-25-34	25	34
assemblage-26-34	26	34
assemblage-27-34	27	34
assemblage-28-34	28	34
assemblage-29-34	29	34
assemblage-30-34	30	34
assemblage-31-34	31	34
assemblage-32-34	32	34
assemblage-33-34	33	34
assemblage-34-34	34	34
assemblage-35-34	35	34
assemblage-36-34	36	34
assemblage-37-34	37	34
assemblage-38-34	38	34
assemblage-39-34	39	34
assemblage-40-34	40	34
assemblage-41-34	41	34
assemblage-42-34	42	34
assemblage-43-34	43	34
assemblage-44-34	44	34
assemblage-45-34	45	34
assemblage-46-34	46	34
assemblage-47-34	47	34
assemblage-48-34	48	34
assemblage-49-34	49	34
assemblage-1-35	1	35
assemblage-2-35	2	35
assemblage-3-35	3	35
assemblage-4-35	4	35
assemblage-5-35	5	35
assemblage-6-35	6	35
assemblage-7-35	7	35
assemblage-8-35	8	35
assemblage-9-35	9	35
assemblage-10-35	10	35
assemblage-11-35	11	35
assemblage-12-35	12	35
assemblage-13-35	13	35
assemblage-14-35	14	35
assemblage-15-35	15	35
assemblage-16-35	16	35
assemblage-17-35	17	35
assemblage-18-35	18	35
assemblage-19-35	19	35
assemblage-20-35	20	35
assemblage-21-35	21	35
assemblage-22-35	22	35
assemblage-23-35	23	35
assemblage-24-35	24	35
assemblage-25-35	25	35
assemblage-26-35	26	35
assemblage-27-35	27	35
assemblage-28-35	28	35
assemblage-29-35	29	35
assemblage-30-35	30	35
assemblage-31-35	31	35
assemblage-32-35	32	35
assemblage-33-35	33	35
assemblage-34-35	34	35
assemblage-35-35	35	35
assemblage-36-35	36	35
assemblage-37-35	37	35
assemblage-38-35	38	35
assemblage-39-35	39	35
assemblage-40-35	40	35
assemblage-41-35	41	35
assemblage-42-35	42	35
assemblage-43-35	43	35
assemblage-44-35	44	35
assemblage-45-35	45	35
assemblage-46-35	46	35
assemblage-47-35	47	35
assemblage-48-35	48	35
assemblage-49-35	49	35
assemblage-1-36	1	36
assemblage-2-36	2	36
assemblage-3-36	3	36
assemblage-4-36	4	36
assemblage-5-36	5	36
assemblage-6-36	6	36
assemblage-7-36	7	36
assemblage-8-36	8	36
assemblage-9-36	9	36
assemblage-10-36	10	36
assemblage-11-36	11	36
assemblage-12-36	12	36
assemblage-13-36	13	36
assemblage-14-36	14	36
assemblage-15-36	15	36
assemblage-16-36	16	36
assemblage-17-36	17	36
assemblage-18-36	18	36
assemblage-19-36	19	36
assemblage-20-36	20	36
assemblage-21-36	21	36
assemblage-22-36	22	36
assemblage-23-36	23	36
assemblage-24-36	24	36
assemblage-25-36	25	36
assemblage-26-36	26	36
assemblage-27-36	27	36
assemblage-28-36	28	36
assemblage-29-36	29	36
assemblage-30-36	30	36
assemblage-31-36	31	36
assemblage-32-36	32	36
assemblage-33-36	33	36
assemblage-34-36	34	36
assemblage-35-36	35	36
assemblage-36-36	36	36
assemblage-37-36	37	36
assemblage-38-36	38	36
assemblage-39-36	39	36
assemblage-40-36	40	36
assemblage-41-36	41	36
assemblage-42-36	42	36
assemblage-43-36	43	36
assemblage-44-36	44	36
assemblage-45-36	45	36
assemblage-46-36	46	36
assemblage-47-36	47	36
assemblage-48-36	48	36
assemblage-49-36	49	36
assemblage-1-37	1	37
assemblage-2-37	2	37
assemblage-3-37	3	37
assemblage-4-37	4	37
assemblage-5-37	5	37
assemblage-6-37	6	37
assemblage-7-37	7	37
assemblage-8-37	8	37
assemblage-9-37	9	37
assemblage-10-37	10	37
assemblage-11-37	11	37
assemblage-12-37	12	37
assemblage-13-37	13	37
assemblage-14-37	14	37
assemblage-15-37	15	37
assemblage-16-37	16	37
assemblage-17-37	17	37
assemblage-18-37	18	37
assemblage-19-37	19	37
assemblage-20-37	20	37
assemblage-21-37	21	37
assemblage-22-37	22	37
assemblage-23-37	23	37
assemblage-24-37	24	37
assemblage-25-37	25	37
assemblage-26-37	26	37
assemblage-27-37	27	37
assemblage-28-37	28	37
assemblage-29-37	29	37
assemblage-30-37	30	37
assemblage-31-37	31	37
assemblage-32-37	32	37
assemblage-33-37	33	37
assemblage-34-37	34	37
assemblage-35-37	35	37
assemblage-36-37	36	37
assemblage-37-37	37	37
assemblage-38-37	38	37
assemblage-39-37	39	37
assemblage-40-37	40	37
assemblage-41-37	41	37
assemblage-42-37	42	37
assemblage-43-37	43	37
assemblage-44-37	44	37
assemblage-45-37	45	37
assemblage-46-37	46	37
assemblage-47-37	47	37
assemblage-48-37	48	37
assemblage-49-37	49	37
assemblage-1-38	1	38
assemblage-2-38	2	38
assemblage-3-38	3	38
assemblage-4-38	4	38
assemblage-5-38	5	38
assemblage-6-38	6	38
assemblage-7-38	7	38
assemblage-8-38	8	38
assemblage-9-38	9	38
assemblage-10-38	10	38
assemblage-11-38	11	38
assemblage-12-38	12	38
assemblage-13-38	13	38
assemblage-14-38	14	38
assemblage-15-38	15	38
assemblage-16-38	16	38
assemblage-17-38	17	38
assemblage-18-38	18	38
assemblage-19-38	19	38
assemblage-20-38	20	38
assemblage-21-38	21	38
assemblage-22-38	22	38
assemblage-23-38	23	38
assemblage-24-38	24	38
assemblage-25-38	25	38
assemblage-26-38	26	38
assemblage-27-38	27	38
assemblage-28-38	28	38
assemblage-29-38	29	38
assemblage-30-38	30	38
assemblage-31-38	31	38
assemblage-32-38	32	38
assemblage-33-38	33	38
assemblage-34-38	34	38
assemblage-35-38	35	38
assemblage-36-38	36	38
assemblage-37-38	37	38
assemblage-38-38	38	38
assemblage-39-38	39	38
assemblage-40-38	40	38
assemblage-41-38	41	38
assemblage-42-38	42	38
assemblage-43-38	43	38
assemblage-44-38	44	38
assemblage-45-38	45	38
assemblage-46-38	46	38
assemblage-47-38	47	38
assemblage-48-38	48	38
assemblage-49-38	49	38
assemblage-1-39	1	39
assemblage-2-39	2	39
assemblage-3-39	3	39
assemblage-4-39	4	39
assemblage-5-39	5	39
assemblage-6-39	6	39
assemblage-7-39	7	39
assemblage-8-39	8	39
assemblage-9-39	9	39
assemblage-10-39	10	39
assemblage-11-39	11	39
assemblage-12-39	12	39
assemblage-13-39	13	39
assemblage-14-39	14	39
assemblage-15-39	15	39
assemblage-16-39	16	39
assemblage-17-39	17	39
assemblage-18-39	18	39
assemblage-19-39	19	39
assemblage-20-39	20	39
assemblage-21-39	21	39
assemblage-22-39	22	39
assemblage-23-39	23	39
assemblage-24-39	24	39
assemblage-25-39	25	39
assemblage-26-39	26	39
assemblage-27-39	27	39
assemblage-28-39	28	39
assemblage-29-39	29	39
assemblage-30-39	30	39
assemblage-31-39	31	39
assemblage-32-39	32	39
assemblage-33-39	33	39
assemblage-34-39	34	39
assemblage-35-39	35	39
assemblage-36-39	36	39
assemblage-37-39	37	39
assemblage-38-39	38	39
assemblage-39-39	39	39
assemblage-40-39	40	39
assemblage-41-39	41	39
assemblage-42-39	42	39
assemblage-43-39	43	39
assemblage-44-39	44	39
assemblage-45-39	45	39
assemblage-46-39	46	39
assemblage-47-39	47	39
assemblage-48-39	48	39
assemblage-49-39	49	39
assemblage-1-40	1	40
assemblage-2-40	2	40
assemblage-3-40	3	40
assemblage-4-40	4	40
assemblage-5-40	5	40
assemblage-6-40	6	40
assemblage-7-40	7	40
assemblage-8-40	8	40
assemblage-9-40	9	40
assemblage-10-40	10	40
assemblage-11-40	11	40
assemblage-12-40	12	40
assemblage-13-40	13	40
assemblage-14-40	14	40
assemblage-15-40	15	40
assemblage-16-40	16	40
assemblage-17-40	17	40
assemblage-18-40	18	40
assemblage-19-40	19	40
assemblage-20-40	20	40
assemblage-21-40	21	40
assemblage-22-40	22	40
assemblage-23-40	23	40
assemblage-24-40	24	40
assemblage-25-40	25	40
assemblage-26-40	26	40
assemblage-27-40	27	40
assemblage-28-40	28	40
assemblage-29-40	29	40
assemblage-30-40	30	40
assemblage-31-40	31	40
assemblage-32-40	32	40
assemblage-33-40	33	40
assemblage-34-40	34	40
assemblage-35-40	35	40
assemblage-36-40	36	40
assemblage-37-40	37	40
assemblage-38-40	38	40
assemblage-39-40	39	40
assemblage-40-40	40	40
assemblage-41-40	41	40
assemblage-42-40	42	40
assemblage-43-40	43	40
assemblage-44-40	44	40
assemblage-45-40	45	40
assemblage-46-40	46	40
assemblage-47-40	47	40
assemblage-48-40	48	40
assemblage-49-40	49	40
assemblage-1-41	1	41
assemblage-2-41	2	41
assemblage-3-41	3	41
assemblage-4-41	4	41
assemblage-5-41	5	41
assemblage-6-41	6	41
assemblage-7-41	7	41
assemblage-8-41	8	41
assemblage-9-41	9	41
assemblage-10-41	10	41
assemblage-11-41	11	41
assemblage-12-41	12	41
assemblage-13-41	13	41
assemblage-14-41	14	41
assemblage-15-41	15	41
assemblage-16-41	16	41
assemblage-17-41	17	41
assemblage-18-41	18	41
assemblage-19-41	19	41
assemblage-20-41	20	41
assemblage-21-41	21	41
assemblage-22-41	22	41
assemblage-23-41	23	41
assemblage-24-41	24	41
assemblage-25-41	25	41
assemblage-26-41	26	41
assemblage-27-41	27	41
assemblage-28-41	28	41
assemblage-29-41	29	41
assemblage-30-41	30	41
assemblage-31-41	31	41
assemblage-32-41	32	41
assemblage-33-41	33	41
assemblage-34-41	34	41
assemblage-35-41	35	41
assemblage-36-41	36	41
assemblage-37-41	37	41
assemblage-38-41	38	41
assemblage-39-41	39	41
assemblage-40-41	40	41
assemblage-41-41	41	41
assemblage-42-41	42	41
assemblage-43-41	43	41
assemblage-44-41	44	41
assemblage-45-41	45	41
assemblage-46-41	46	41
assemblage-47-41	47	41
assemblage-48-41	48	41
assemblage-49-41	49	41
assemblage-1-42	1	42
assemblage-2-42	2	42
assemblage-3-42	3	42
assemblage-4-42	4	42
assemblage-5-42	5	42
assemblage-6-42	6	42
assemblage-7-42	7	42
assemblage-8-42	8	42
assemblage-9-42	9	42
assemblage-10-42	10	42
assemblage-11-42	11	42
assemblage-12-42	12	42
assemblage-13-42	13	42
assemblage-14-42	14	42
assemblage-15-42	15	42
assemblage-16-42	16	42
assemblage-17-42	17	42
assemblage-18-42	18	42
assemblage-19-42	19	42
assemblage-20-42	20	42
assemblage-21-42	21	42
assemblage-22-42	22	42
assemblage-23-42	23	42
assemblage-24-42	24	42
assemblage-25-42	25	42
assemblage-26-42	26	42
assemblage-27-42	27	42
assemblage-28-42	28	42
assemblage-29-42	29	42
assemblage-30-42	30	42
assemblage-31-42	31	42
assemblage-32-42	32	42
assemblage-33-42	33	42
assemblage-34-42	34	42
assemblage-35-42	35	42
assemblage-36-42	36	42
assemblage-37-42	37	42
assemblage-38-42	38	42
assemblage-39-42	39	42
assemblage-40-42	40	42
assemblage-41-42	41	42
assemblage-42-42	42	42
assemblage-43-42	43	42
assemblage-44-42	44	42
assemblage-45-42	45	42
assemblage-46-42	46	42
assemblage-47-42	47	42
assemblage-48-42	48	42
assemblage-49-42	49	42
assemblage-1-43	1	43
assemblage-2-43	2	43
assemblage-3-43	3	43
assemblage-4-43	4	43
assemblage-5-43	5	43
assemblage-6-43	6	43
assemblage-7-43	7	43
assemblage-8-43	8	43
assemblage-9-43	9	43
assemblage-10-43	10	43
assemblage-11-43	11	43
assemblage-12-43	12	43
assemblage-13-43	13	43
assemblage-14-43	14	43
assemblage-15-43	15	43
assemblage-16-43	16	43
assemblage-17-43	17	43
assemblage-18-43	18	43
assemblage-19-43	19	43
assemblage-20-43	20	43
assemblage-21-43	21	43
assemblage-22-43	22	43
assemblage-23-43	23	43
assemblage-24-43	24	43
assemblage-25-43	25	43
assemblage-26-43	26	43
assemblage-27-43	27	43
assemblage-28-43	28	43
assemblage-29-43	29	43
assemblage-30-43	30	43
assemblage-31-43	31	43
assemblage-32-43	32	43
assemblage-33-43	33	43
assemblage-34-43	34	43
assemblage-35-43	35	43
assemblage-36-43	36	43
assemblage-37-43	37	43
assemblage-38-43	38	43
assemblage-39-43	39	43
assemblage-40-43	40	43
assemblage-41-43	41	43
assemblage-42-43	42	43
assemblage-43-43	43	43
assemblage-44-43	44	43
assemblage-45-43	45	43
assemblage-46-43	46	43
assemblage-47-43	47	43
assemblage-48-43	48	43
assemblage-49-43	49	43
assemblage-1-44	1	44
assemblage-2-44	2	44
assemblage-3-44	3	44
assemblage-4-44	4	44
assemblage-5-44	5	44
assemblage-6-44	6	44
assemblage-7-44	7	44
assemblage-8-44	8	44
assemblage-9-44	9	44
assemblage-10-44	10	44
assemblage-11-44	11	44
assemblage-12-44	12	44
assemblage-13-44	13	44
assemblage-14-44	14	44
assemblage-15-44	15	44
assemblage-16-44	16	44
assemblage-17-44	17	44
assemblage-18-44	18	44
assemblage-19-44	19	44
assemblage-20-44	20	44
assemblage-21-44	21	44
assemblage-22-44	22	44
assemblage-23-44	23	44
assemblage-24-44	24	44
assemblage-25-44	25	44
assemblage-26-44	26	44
assemblage-27-44	27	44
assemblage-28-44	28	44
assemblage-29-44	29	44
assemblage-30-44	30	44
assemblage-31-44	31	44
assemblage-32-44	32	44
assemblage-33-44	33	44
assemblage-34-44	34	44
assemblage-35-44	35	44
assemblage-36-44	36	44
assemblage-37-44	37	44
assemblage-38-44	38	44
assemblage-39-44	39	44
assemblage-40-44	40	44
assemblage-41-44	41	44
assemblage-42-44	42	44
assemblage-43-44	43	44
assemblage-44-44	44	44
